"","genotype","mat","media","temp","n","avgLS","StddevLS","medianLS","gompShape","gompRate","gompLogLik","gompAIC","weibShape","weibScale","weibLogLik","weibAIC"
"8005","mad1","MATalpha","YPD",30,5,19.4,4.82700735445887,20,0.266029824698271,0.00087351348004229,-14.4097225239042,32.8194450478083,5.26145822395584,21.140746781153,-14.3352805681865,32.670561136373
"8006","fmp37","MATalpha","YPD",30,5,26.6,7.86129760281342,26,0.137667163094242,0.0022204436995878,-17.2405777201418,38.4811554402836,4.11537398514857,29.3249341207052,-16.875985808562,37.751971617124
"8007","ygl081w","MATalpha","YPD",30,5,20.6,4.09878030638384,21,0.257313435798708,0.000785124113605244,-14.2450637656821,32.4901275313641,5.78753415839124,22.1856658793626,-13.8535753642244,31.7071507284487
"8008","scy1","MATalpha","YPD",30,5,23.6,10.0399203184089,20,0.108151065255804,0.00567500461886992,-18.0965933156413,40.1931866312827,2.92410503693956,26.5826733793151,-17.923965543534,39.847931087068
"8009","gup1","MATalpha","YPD",30,5,27.6,18.9552103654905,17,0.0297988860626132,0.0182034702647966,-20.9183291979033,45.8366583958066,1.78046758092965,31.3396152852767,-20.4602373405819,44.9204746811638
"8010","ygl085w","MATalpha","YPD",30,5,23.8,8.16700679563817,23,0.162928385875496,0.00196295799182258,-16.7780353079939,37.5560706159879,3.86919172143975,26.4179183411246,-16.9163099187324,37.8326198374648
"8011","fob1 sir2 ure2","MATalpha","YPD",30,40,27.575,7.40716043035559,28,0.15208066607133,0.00137147730856613,-135.929696450965,275.859392901929,4.42524385874144,30.3067970008471,-135.593841153322,275.187682306643
"8012","fob1 hst1 hst2 sir2","MATalpha","2% Raff",30,80,34.0125,15.3363089893795,29,0.0483351506318998,0.00803283478263914,-334.417473750901,672.834947501803,2.39261338358063,38.4973391268481,-327.547935940678,659.095871881356
"8013","fob1 sir2","MATalpha","2% Raff + 5mM Nicotinamide",30,80,26.175,10.3076412604645,25,0.0664992841245253,0.0100649951986418,-308.644023229714,621.288046459428,2.64820867427431,29.3516997144404,-299.273569658858,602.547139317715
"8014","lif1","MATalpha","YPD",30,5,31.2,6.1400325732035,31,0.168417443419816,0.000541178600188958,-16.3356940761356,36.6713881522712,5.76729233350483,33.5891752474484,-15.9149071723194,35.8298143446389
"8015","ynl217w","MATalpha","YPD",30,5,24.6,6.8044103344816,24,0.154788389377729,0.0021716242864782,-16.6224319605862,37.2448639211723,4.32464317142041,26.9919688333355,-16.2084714328369,36.4169428656738
"8016","ies2","MATalpha","YPD",30,5,19.2,4.91934955049954,21,0.288045430027277,0.0006274458839398,-14.2167037672977,32.4334075345953,5.38699762171391,20.9405552977429,-14.3214166960919,32.6428333921839
"8017","pex17","MATalpha","YPD",30,5,30.8,11.2116011345392,29,0.0926998359860357,0.00355396968661027,-18.9226739194319,41.8453478388639,3.35988917073227,34.38745193628,-18.5618397317898,41.1236794635795
"8018","ynl235c","MATalpha","YPD",30,5,29.6,14.2232204510793,23,0.0534726925455817,0.00977628568408608,-20.2250194704277,44.4500389408554,2.46873713284915,33.5203320439473,-19.5103791314425,43.020758262885
"8019","bni4","MATalpha","YPD",30,5,20,5.52268050859363,21,0.227548655459732,0.00141422300086156,-15.05104137401,34.1020827480199,4.75624035966405,21.8984398666216,-14.983925780335,33.9678515606701
"8020","ynl228w","MATalpha","YPD",30,15,32.6,9.75265531608114,31,0.0967324455040548,0.00271900046515965,-56.3101981795073,116.620396359015,3.72351234732769,36.125740046097,-54.9804229090248,113.96084581805
"8021","ynl226w","MATalpha","YPD",30,5,19.4,3.50713558335004,18,0.364051576248236,0.000176867527400517,-12.8875647111776,29.7751294223551,7.157446616767,20.7498626412551,-12.80270729279,29.60541458558
"8022","sqs1","MATalpha","YPD",30,5,20.4,5.85662018573853,20,0.208529709420137,0.00177033222166436,-15.4129097838961,34.8258195677923,4.50860750353784,22.397416508826,-15.3021611363706,34.6043222727412
"8023","mgs1","MATalpha","YPD",30,5,18,4.30116263352131,18,0.266858210952705,0.00131277679808999,-14.1605537607672,32.3211075215344,5.15709988487451,19.5758045071145,-13.8907980003105,31.7815960006211
"8024","vid27","MATalpha","YPD",30,5,28.4,9.12688336728371,30,0.155399408584778,0.00105588615774393,-17.1998538703609,38.3997077407218,4.26055005171072,31.3810353929112,-17.4270920945536,38.8541841891072
"8025","ynl200c","MATalpha","YPD",30,5,17.6,6.94982014155762,15,0.157945055527633,0.00641789018397305,-16.3441640646876,36.6883281293752,3.14797766224583,19.7633117702205,-16.1016188172586,36.2032376345171
"8026","ynl198c","MATalpha","YPD",30,5,23.2,4.08656334834051,22,0.281588751660067,0.000242956074021302,-13.9488525965987,31.8977051931975,6.89454796734442,24.7878032226227,-13.7154262621098,31.4308525242196
"8027","ynl211c","MATalpha","YPD",30,5,20.8,3.4928498393146,21,0.372797469284428,9.07466031099244e-05,-12.766193880975,29.5323877619499,7.88761589391058,22.136230754174,-12.7091229955332,29.4182459910665
"8028","mer1","MATalpha","YPD",30,5,19.4,6.06630035524124,20,0.218709259737673,0.00181115558698907,-15.354110942476,34.7082218849519,4.26464192640924,21.4220711183039,-15.4200179673911,34.8400359347822
"8029","rtt106","MATalpha","YPD",30,5,30.2,6.61059755241536,29,0.165454863150401,0.000678780141011121,-16.4923710116346,36.9847420232691,5.42644196762661,32.6914569096732,-16.1449869245176,36.2899738490352
"8030","ynl205c","MATalpha","YPD",30,5,26.4,4.33589667773576,28,0.285747527719461,8.71545736686407e-05,-14.0208243631626,32.0416487263252,7.76647901479438,28.091469210689,-13.8986851487295,31.797370297459
"8031","sps18","MATalpha","YPD",30,5,27.2,8.70057469366248,27,0.112956584893592,0.00348572194672368,-17.9333046224228,39.8666092448457,3.68434356779089,30.1393150342445,-17.4041693470059,38.8083386940119
"8032","ynl203c","MATalpha","YPD",30,5,16,3.46410161513775,15,0.319719456604799,0.00115552550485065,-13.2382197699915,30.4764395399829,5.50608552278944,17.3136741293359,-12.9120387335154,29.8240774670308
"8033","psy2","MATalpha","YPD",30,5,20.6,1.51657508881031,20,0.6935901933559,2.62012809310689e-07,-9.3345707651207,22.6691415302414,14.7967029131211,21.2702377596312,-9.16857660466657,22.3371532093331
"8034","mrpl19","MATalpha","YPD",30,5,21.4,9.50263121456368,21,0.0888511386412602,0.0106416271868106,-18.20783781782,40.4156756356399,2.67913665809194,24.1445309698824,-17.6095419067382,39.2190838134764
"8035","ynl184c","MATalpha","YPD",30,5,22.4,8.20365772079747,20,0.128213223317137,0.00480522679662273,-17.3303744181408,38.6607488362816,3.35051126909424,25.0205856284642,-16.9926748227068,37.9853496454136
"8036","npr1","MATalpha","YPD",30,5,28,14.3003496460751,30,0.0756082842361061,0.00652067995411946,-19.5787311420498,43.1574622840996,2.41216141603385,31.733201553752,-19.6471644692364,43.2943289384729
"8037","slz1","MATalpha","YPD",30,5,33,7.17635004720366,31,0.147589465806728,0.00069355678733681,-17.0148829836338,38.0297659672677,5.34267124106184,35.7279856905402,-16.612891148283,37.2257822965661
"8038","ynl195c","MATalpha","YPD",30,5,20.8,5.54075807087803,22,0.244415418976797,0.000848546250665882,-14.9403981135987,33.8807962271975,5.0410074495813,22.7592649540411,-14.9675825858739,33.9351651717478
"8039","ynl194c","MATalpha","YPD",30,5,19,4.18330013267038,17,0.285313032155343,0.00073514595475716,-13.9722295287767,31.9444590575535,5.63013116118091,20.5786493302619,-13.767288112365,31.5345762247299
"8040","ynl193w","MATalpha","YPD",30,5,28.2,3.56370593624109,26,0.323843453696539,2.04898913962396e-05,-13.3163549622493,30.6327099244986,9.42592231099848,29.6776240105559,-13.1482143487116,30.2964286974232
"8041","dug3","MATalpha","YPD",30,5,17.2,6.05805249234438,16,0.194425413250721,0.00422583288303572,-15.6121139933091,35.2242279866181,3.58904432428586,19.1785382425435,-15.4506041353867,34.9012082707735
"8042","ynl190w","MATalpha","YPD",30,5,23.6,3.84707681233427,23,0.329964458101972,7.7782323433126e-05,-13.3722081695748,30.7444163391497,7.90466673057966,25.1061869236652,-13.2852125126848,30.5704250253697
"8043","swt21","MATalpha","YPD",30,5,23,5.61248608016091,23,0.226284907708602,0.00072094171490113,-15.1519635875019,34.3039271750038,5.38585962236185,24.9980976415742,-15.07258915352,34.14517830704
"8044","rho5","MATalpha","YPD",30,5,19.4,5.63914887194867,16,0.206681403241821,0.00225283013920421,-15.4297426413267,34.8594852826534,4.27309389488566,21.3815294196682,-15.1831592683387,34.3663185366773
"8045","asi2","MATalpha","YPD",30,5,25,7.71362431027076,25,0.15155540414493,0.00208635018959301,-16.9172384332826,37.8344768665652,4.08518784470529,27.6334543294396,-16.7059871330491,37.4119742660983
"8046","igo1","MATalpha","YPD",30,5,21.6,3.78153408023781,22,0.302117704894681,0.000262448641400498,-13.59817535012,31.1963507002401,6.88645418087588,23.0812172747392,-13.3546797599377,30.7093595198754
"8047","ynl179c","MATalpha","YPD",30,5,23.8,7.36206492772238,23,0.150764343298032,0.00260142217990101,-16.817528881964,37.635057763928,3.98700217283969,26.3155605628066,-16.5079337591609,37.0158675183218
"8048","mrpl22","MATalpha","YPD",30,5,24.2,5.80517010948,23,0.16636527073346,0.00190034760591567,-16.1983943881705,36.396788776341,4.64552794945978,26.3667007421942,-15.6190907465735,35.2381814931471
"8049","ynl176c","MATalpha","YPD",30,5,25.8,1.92353840616713,25,0.523859106891704,4.33211277531097e-07,-10.6824446501588,25.3648893003177,14.0652228906082,26.6621971948637,-10.4845908530097,24.9691817060194
"8050","nop13","MATalpha","YPD",30,5,25.4,3.91152144312159,25,0.296441099453608,9.44108714492426e-05,-13.6911887294133,31.3823774588266,7.91651665584583,26.9363051349252,-13.4867357039677,30.9734714079353
"8051","mdg1","MATalpha","YPD",30,5,19,3.53553390593274,18,0.277158196672071,0.000892646670502961,-13.7763597435373,31.5527194870746,5.84266075273817,20.4059648655894,-13.285415919067,30.5708318381339
"8052","ynl170w","MATalpha","YPD",30,5,15,5.70087712549569,17,0.231054515697771,0.00426476938402784,-14.9577812896419,33.9155625792837,3.45944161418747,16.7799904027442,-15.1008649735697,34.2017299471393
"8053","fmp41","MATalpha","YPD",30,5,22.4,8.26438140455775,19,0.125508893204239,0.00502858801713689,-17.4060844235508,38.8121688471016,3.3049456353055,25.0519607358693,-17.0202918090858,38.0405836181717
"8054","sko1","MATalpha","YPD",30,5,19.8,5.3103672189407,20,0.249730324893429,0.0010193068696025,-14.7196893845494,33.4393787690988,5.01995959274232,21.6336379894846,-14.7428183055482,33.4856366110965
"8055","ynl155w","MATalpha","YPD",30,5,33.8,9.28439551074813,36,0.12850548393399,0.000995967255146404,-17.8408624145528,39.6817248291056,4.61963195574531,37.0722183897557,-17.6484073361453,39.2968146722906
"8056","add66","MATalpha","YPD",30,5,23.8,8.5848704125339,20,0.0977451131336074,0.00711329031776329,-18.0972833465878,40.1945666931756,3.14640433227896,26.5747374087154,-17.3010392836959,38.6020785673918
"8057","lrc3","MATalpha","YPD",30,5,26.8,10.6160256216722,26,0.0904839641003932,0.00569841845183868,-18.7129939521164,41.4259879042328,3.04569135478695,30.0716532864565,-18.2502876815698,40.5005753631395
"8058","cbt1","MATalpha","YPD",30,5,23.2,7.19027120489902,27,0.223673109795018,0.000658716556082179,-15.6800125043628,35.3600250087256,4.67609133998227,25.5329149146932,-16.1485249768056,36.2970499536111
"8059","yck2","MATalpha","YPD",30,5,32,9.4339811320566,37,0.159502251411974,0.000521845657032881,-17.2702538933321,38.5405077866642,4.77922579142959,35.1866431368011,-17.5391908837596,39.0783817675192
"8060","alf1","MATalpha","YPD",30,5,21.6,10.0895986045035,23,0.106877262338819,0.00746925262429154,-17.9420523149641,39.8841046299282,2.62225983115311,24.2996620722406,-18.0676056580517,40.1352113161034
"8061","dph2","MATalpha","YPD",30,5,17,4.06201920231798,16,0.267022991237956,0.00174412621762556,-14.0598405319328,32.1196810638655,4.97685004399529,18.503878690214,-13.68706153388,31.37412306776
"8062","pex1","MATalpha","YPD",30,5,26.2,15.1062900806254,22,0.0442212735598888,0.0150152224206432,-20.2004671414995,44.400934282999,2.08904517402019,29.7777683749781,-19.6086355526676,43.2172711053351
"8063","ptk1","MATalpha","YPD",30,5,28,4.24264068711928,29,0.273243939502218,7.66838830097879e-05,-14.1248271175827,32.2496542351655,8.00544661876959,29.6890249642467,-13.9250731539804,31.8501463079608
"8064","ykl199c","MATalpha","YPD",30,5,23.4,9.28977932999487,20,0.0927772459946764,0.0080272879831463,-18.2696048626372,40.5392097252744,2.94780297470176,26.2618336083881,-17.5923696630619,39.1847393261238
"8065","ykl200c","MATalpha","YPD",30,5,22.6,3.36154726279432,22,0.309013393134482,0.000174597514535919,-13.3462469772879,30.6924939545757,7.48688979066513,23.975262433232,-13.008088200967,30.016176401934
"8066","trp3","MATalpha","YPD",30,5,38.2,10.2567051239665,42,0.204186550293436,3.96583015084765e-05,-16.6764209139569,37.3528418279138,6.38351835202046,41.4012765058873,-17.5843156571485,39.168631314297
"8067","osh6","MATalpha","YPD",30,5,27.8,9.09395403551173,27,0.116390642521151,0.00295176425531422,-17.9484714631607,39.8969429263214,3.71975399819794,30.84976093603,-17.5636722971039,39.1273445942078
"8068","ykr005c","MATalpha","YPD",30,5,21,7.51664818918645,20,0.147264533720242,0.00428098820104219,-16.8050833497523,37.6101666995045,3.47733866758073,23.4316707392934,-16.5447350169998,37.0894700339995
"8069","doa1","MATalpha","YPD",30,5,25.4,8.20365772079747,23,0.131935304340038,0.00294218862377292,-17.3872447304059,38.7744894608117,3.79352014775595,28.1572744697675,-17.045926059155,38.0918521183101
"8070","yra2","MATalpha","YPD",30,5,26.4,11.7175082675456,22,0.0745545620133441,0.00816339119046568,-19.1992757615481,42.3985515230963,2.69842409965408,29.7953157841519,-18.6543101421176,41.3086202842352
"8071","ura1","MATalpha","YPD",30,5,18.8,2.58843582110896,19,0.504239694725418,2.19518951644224e-05,-11.2347541758789,26.4695083517578,9.67372724856145,19.8041166218257,-11.1828809862923,26.3657619725845
"8072","jen1","MATalpha","YPD",30,5,26,7.64852927038918,28,0.177044471760159,0.00102218732988375,-16.4131603827925,36.826320765585,4.65372749347754,28.5285961777505,-16.5392132852957,37.0784265705913
"8073","mch2","MATalpha","YPD",30,5,20,2.44948974278318,19,0.504880923126816,1.19213328071253e-05,-11.1978286821488,26.3956573642975,10.2901115080666,20.9966563411964,-11.1038266640961,26.2076533281922
"8074","ykl222c","MATalpha","YPD",30,5,17.8,2.58843582110896,17,0.398025110958647,0.000203742464083613,-12.0690546294371,28.1381092588742,7.59998888459344,18.8642645609247,-11.7266170052117,27.4532340104235
"8075","mrpl13","MATalpha","YPD",30,5,17.6,6.18869937870632,17,0.145377438948098,0.00801898471616472,-16.3365304523228,36.6730609046457,3.29104885862517,19.6188093432445,-15.6672617125658,35.3345234251315
"8076","ykr017c","MATalpha","YPD",30,5,25.6,4.33589667773576,28,0.332411792776937,3.63427401456411e-05,-13.5639287316359,31.1278574632718,8.36724766177733,27.2419119395337,-13.6383749646112,31.2767499292225
"8077","ykr018c","MATalpha","YPD",30,5,26.4,2.30217288664427,26,0.46183419994312,1.4140502693838e-06,-11.3832893019729,26.7665786039458,12.6808321346929,27.4000814739849,-11.1961144576681,26.3922289153362
"8078","meh1","MATalpha","YPD",30,5,26.2,8.22800097228968,29,0.159129973335937,0.00143971789013739,-16.8704182193537,37.7408364387074,4.25935996010749,28.9031589566162,-16.9440159365536,37.8880318731072
"8079","ykr011c","MATalpha","YPD",30,5,27.2,8.92748564826626,31,0.180731419552958,0.000702789630176815,-16.7226866897285,37.4453733794569,4.38295992982813,30.0243454246897,-17.2612533845654,38.5225067691307
"8080","ykr012c","MATalpha","YPD",30,5,24,8.66025403784439,23,0.136636358692931,0.0032087984154447,-17.3128506591532,38.6257013183065,3.541093617139,26.7354617687351,-17.248361385883,38.4967227717661
"8081","ykr015c","MATalpha","YPD",30,5,22.8,7.46324326281812,24,0.150785965092192,0.00303557146637795,-16.7971760116092,37.5943520232184,3.81630935596101,25.2921295051454,-16.5377766475013,37.0755532950026
"8082","aly1","MATalpha","YPD",30,5,15.4,3.97492138287036,14,0.244251991305397,0.00366013945284026,-14.2438195383107,32.4876390766214,4.37749141204701,16.8522412438217,-13.664787456568,31.3295749131361
"8083","ykr043c","MATalpha","YPD",30,5,21.8,6.53452370108182,24,0.212942868893958,0.00116142751799759,-15.5794679148516,35.1589358297032,4.58689845689933,23.9709286718931,-15.7453852223251,35.4907704446501
"8084","uip5","MATalpha","YPD",30,5,18,3.39116499156263,16,0.321998861060457,0.000588007784388817,-13.2137459613704,30.4274919227407,6.1979137174768,19.3296839230403,-12.8897910960823,29.7795821921646
"8085","gmh1","MATalpha","YPD",30,5,27.6,15.1426549851735,26,0.0699816530890248,0.00760349975200313,-19.7382403670265,43.476480734053,2.10535107461209,31.0063803001561,-20.1574879520781,44.3149759041561
"8086","spo14","MATalpha","YPD",30,5,15.2,2.77488738510232,14,0.418384258787474,0.000426316967403833,-12.004432505864,28.0088650117279,6.66985138651864,16.2794751014042,-11.7796825018838,27.5593650037675
"8087","ykr032w","MATalpha","YPD",30,5,19.4,3.97492138287036,20,0.293267723927994,0.00059002453954038,-13.7293419162989,31.4586838325979,6.05055098931674,20.8874448599359,-13.497914510901,30.9958290218021
"8088","ykr033c","MATalpha","YPD",30,5,20.4,5.63914887194867,19,0.22201471249534,0.00139852802745726,-15.2161667248498,34.4323334496996,4.68292974227292,22.3716476160611,-15.1192987286674,34.2385974573348
"8089","ykr035c","MATalpha","YPD",30,5,25.4,16.7421623454081,33,0.0635383268190967,0.0101445123670714,-19.8847443608549,43.7694887217098,1.64448286620724,28.2804742704301,-20.4826386116439,44.9652772232878
"8090","sap4","MATa","YPD",30,20,28.75,6.78135990088,28,0.171271359054541,0.00072151371466832,-66.2021547283509,136.404309456702,5.07769645940746,31.3764663448346,-65.8541534500034,135.708306900007
"8091","fob1 rpl31a sir2","MATalpha","0.05% D + 5 mM Nicotinamide",30,78,38.1794871794872,12.2630726322138,42,0.10012835162919,0.00127272649394107,-299.812060479643,603.624120959286,3.74657623594835,42.4079188115296,-304.089833813413,612.179667626826
"8092","Rho0 fob1 sir2","MATalpha","YPD",30,80,17.4625,8.05195746308572,16,0.0747147342554042,0.0206698113926962,-285.950008344043,575.900016688085,2.30785418479927,19.7511133494208,-275.496093501113,554.992187002227
"8093","fob1 hst1 hst2 sir2","MATalpha","YPD + 5 mM Nicotinamide",30,40,25.225,12.1539009249009,22.5,0.0671989946885329,0.0102133154962168,-155.558749088146,315.117498176292,2.25046114052139,28.5379281475802,-154.553866983127,313.107733966253
"8094","Rho0 fob1 sir2","MATalpha","YPD + 5 mM Nicotinamide",30,40,13.6,5.85202134703504,12,0.12929217850509,0.0185521615535984,-129.151869136392,262.303738272784,2.53030089788506,15.3847116204278,-125.080927779778,254.161855559557
"8095","fob1 hst1 hst2 sir2","MATalpha","0.5% D",30,40,31.325,11.0717647355322,28,0.0769300129166982,0.00499480652100775,-155.580958161995,315.16191632399,3.07071504599121,35.0237668402789,-152.23969144526,308.47938289052
"8096","Rho0 fob1 sir2","MATalpha","0.05% D",30,79,32.3164556962025,10.7662153241082,31,0.0791971142628595,0.00434392435933229,-306.488958239434,616.977916478868,3.24438217019359,36.0740228733388,-298.832245827383,601.664491654767
"8097","fob1 hst1 hst2 sir2","MATalpha","0.05% D + 5 mM Nicotinamide",30,40,30.5,13.3685432533971,30.5,0.0664822734404421,0.00658990733827404,-159.780266521751,323.560533043503,2.51939181109849,34.457790739319,-158.81222000483,321.624440009659
"8098","Rho0 fob1 sir2","MATalpha","0.05% D + 5 mM Nicotinamide",30,40,22.7,8.54010148261327,23,0.106839338192643,0.00669512498701219,-143.244908018077,290.489816036155,2.92268751203346,25.4067944360545,-142.073470753522,288.146941507043
"8099","fob1 hst1 hst2 sir2","MATalpha","0.005% D",30,40,44.775,16.3918170642143,50.5,0.080177988958549,0.00127364751855959,-163.036041908566,330.072083817131,3.20812061345503,49.832937725295,-168.725636345131,341.451272690261
"8100","fob1 sir2","MATalpha","0.005% D + 5 mM Nicotinamide",30,40,25.175,9.27054198620279,27.5,0.118399871161069,0.00377423686666914,-143.953610631192,291.907221262384,3.14351641840531,28.2452585098852,-144.476046419873,292.952092839745
"8101","cpr2","MATalpha","YPD",30,25,26.6,10.8243552540863,27,0.0774664241342536,0.00764092242164045,-95.3407310382343,194.681462076469,2.69604028791446,29.8050359208734,-94.6794972545191,193.358994509038
"8102","cpr5","MATalpha","YPD",30,25,29.32,9.56434350421746,26,0.0868954578769801,0.00485738426020426,-94.4870104264104,192.974020852821,3.28109770743265,32.6937406412688,-91.4108403510244,186.821680702049
"8103","cpr7 sir2","MATalpha","YPD",30,20,12,2.91998558035373,12,0.3955797505526,0.00202946468742041,-49.060528783118,102.121057566236,4.96434038216224,13.0810742879535,-48.9313897426155,101.862779485231
"8104","tir3","MATalpha","YPD",30,5,33.6,13.8491877018113,31,0.0791718529056284,0.00370268770799858,-19.6926152998939,43.3852305997878,3.02938694345756,37.7105756601631,-19.5876785907874,43.1753571815748
"8105","yil024c","MATalpha","YPD",30,15,31.7333333333333,9.06694677438463,32,0.0966385133564203,0.00306289529599763,-55.8259866004024,115.651973200805,3.80014017851123,35.0479494061647,-54.0721345433183,112.144269086637
"8106","yil025c","MATalpha","YPD",30,5,23.4,5.02991053598372,26,0.294058606264827,0.000162049282528758,-14.2332354264855,32.466470852971,6.62688526302856,25.2359552952427,-14.3728420862444,32.7456841724888
"8107","yil012w","MATalpha","YPD",30,5,27.8,10.8489630840924,31,0.121080916356993,0.00248444572785005,-18.1583210167761,40.3166420335521,3.35619197071094,31.1385858612013,-18.3239824777175,40.6479649554351
"8108","pdr11","MATalpha","YPD",30,5,28,8.74642784226795,24,0.110903497882785,0.00330849809066906,-18.0298075404279,40.0596150808558,3.72751981452923,30.9994430148363,-17.4583069883705,38.9166139767411
"8109","bar1","MATalpha","YPD",30,5,20,2.34520787991171,19,0.420032690619991,5.81873334290429e-05,-11.7559479603587,27.5118959207175,8.9584585195162,21.0097395006721,-11.4258019123813,26.8516038247626
"8110","snl1","MATalpha","YPD",30,5,20.2,3.70135110466435,21,0.332701431295177,0.000231917441735862,-13.2426347264163,30.4852694528327,6.94693406047995,21.6202956593149,-13.102588133248,30.2051762664959
"8111","vid28","MATalpha","YPD",30,5,19.2,2.94957624075052,21,0.496735832961367,1.92238346751064e-05,-11.6101583022985,27.2203166045971,9.32580660356573,20.3336980479097,-11.6960471149392,27.3920942298783
"8112","his6","MATalpha","YPD",30,5,25.6,8.41427358718505,23,0.139829120281752,0.00237393014528012,-17.317954048775,38.63590809755,3.828006905205,28.4264603359399,-17.1225452080988,38.2450904161975
"8113","yke4","MATalpha","YPD",30,5,26,6.6332495807108,24,0.180090154598836,0.000980615598024387,-16.2246895737662,36.4493791475324,4.9043228301731,28.4104580451831,-16.0171448037101,36.0342896074203
"8114","yil028w","MATalpha","YPD",30,5,20,7.07106781186548,21,0.170302480699459,0.00348741908258132,-16.262690171087,36.5253803421739,3.64544863938983,22.243442985453,-16.2309065135579,36.4618130271158
"8115","gvp36","MATalpha","YPD",30,5,19.8,5.76194411635517,20,0.194894115405858,0.0025485816085647,-15.5665741356836,35.1331482713672,4.27132400237643,21.7759862648309,-15.2914015673423,34.5828031346846
"8116","cbr1","MATalpha","YPD",30,5,19.4,4.6690470119715,20,0.244010729962106,0.00129243682061236,-14.5870659171909,33.1741318343818,5.10691482094026,21.1068684780645,-14.3045157234052,32.6090314468105
"8117","age2","MATalpha","YPD",30,5,20,3.39116499156263,21,0.387445690463737,9.41009352179887e-05,-12.6109751969414,29.2219503938829,7.83830464423079,21.3046746982633,-12.5653293981795,29.1306587963589
"8118","yil029c","MATalpha","YPD",30,5,23.6,4.9295030175465,22,0.218780901101941,0.000760244534259802,-15.0932114320245,34.186422864049,5.60167114260599,25.4885568564044,-14.7287179121189,33.4574358242378
"8119","yil032c","MATalpha","YPD",30,5,25.8,6.72309452558864,28,0.235245918684307,0.000289830329650272,-15.3842561510806,34.7685123021613,5.69580317735582,28.06361483424,-15.7307617698178,35.4615235396356
"8120","cap2","MATalpha","YPD",30,5,27,8.5146931829632,27,0.12892526282014,0.00249944925074325,-17.553549924774,39.1070998495479,3.90529154647051,29.8865893711903,-17.231054010074,38.462108020148
"8121","cka1","MATalpha","YPD",30,5,18,4.06201920231798,18,0.319828168798219,0.000580855459051352,-13.4703374656631,30.9406749313261,5.91293495530562,19.4598835657271,-13.4226465346756,30.8452930693512
"8122","cst6","MATalpha","YPD",30,5,24.2,3.27108544675922,24,0.345322076150013,4.83087973606776e-05,-12.9055537583931,29.8111075167863,8.76940556305673,25.5236167602249,-12.6924566287403,29.3849132574806
"8123","prm2","MATalpha","YPD",30,5,16.6,4.15932686861708,19,0.396130932659762,0.000287037167592897,-12.9006258507541,29.8012517015083,6.04561457679369,18.0146886224544,-13.2883185385326,30.5766370770651
"8124","ted1","MATalpha","YPD",30,5,24.2,6.18061485614498,24,0.199896553015295,0.000928246531787658,-15.7235839568727,35.4471679137455,5.04963552855743,26.4002826345463,-15.5938469843938,35.1876939687876
"8125","apq12","MATalpha","YPD",30,5,23.8,8.98331787259028,25,0.155345101266702,0.00222865641839898,-17.0457130635192,38.0914261270384,3.54455564300183,26.5176569225079,-17.4166341198497,38.8332682396994
"8126","pig2","MATalpha","YPD",30,5,19.2,7.46324326281812,19,0.147484307513223,0.00568552215559586,-16.6906669491059,37.3813338982117,3.21423398423388,21.5262626772707,-16.4719323546116,36.9438647092231
"8127","spo22","MATalpha","YPD",30,5,22.2,5.35723809439155,22,0.271269238351479,0.000360572383170362,-14.5280011187248,33.0560022374497,5.86761527505141,24.0739870427351,-14.6838288547538,33.3676577095076
"8128","yil077c","MATalpha","YPD",30,15,23.7333333333333,7.03528521776041,23,0.141925598432191,0.0031415026219496,-50.9202971020006,105.840594204001,3.8532641795501,26.2405813585377,-50.020702486657,104.041404973314
"8129","dfg10","MATalpha","YPD",30,15,28.6,11.8430208501523,29,0.0713211826672877,0.00713742594075599,-58.539260352117,121.078520704234,2.70053175165154,32.206740197761,-57.5027986400005,119.005597280001
"8130","pcl7","MATalpha","YPD",30,5,25,12.1860576069539,28,0.112108250248993,0.00417349016012773,-18.3814459235466,40.7628918470931,2.48377385337486,28.030156331546,-19.1806861823785,42.361372364757
"8131","yil057c","MATalpha","YPD",30,5,21.8,5.26307894677631,21,0.240083565206808,0.000737852662599054,-14.8895595217045,33.7791190434091,5.37318196232222,23.7061723469032,-14.7890593617208,33.5781187234415
"8132","see1","MATalpha","YPD",30,5,20.2,7.19027120489902,17,0.127307140381847,0.00688538549734849,-17.03375023216,38.0675004643201,3.27604775506842,22.5391696787833,-16.3960573437484,36.7921146874967
"8133","fis1","MATalpha","YPD",30,5,25.4,8.01872807869178,28,0.17417692244864,0.00117032116876909,-16.6319202435996,37.2638404871992,4.29929761856357,28.0768818987754,-16.7836878599902,37.5673757199804
"8134","air1","MATalpha","YPD",30,15,27.2666666666667,8.6393341895134,26,0.108307208570129,0.00378857518667246,-54.3463696676293,112.692739335259,3.53781801887282,30.311910013505,-53.0711163899408,110.142232779882
"8135","fyv10","MATalpha","YPD",30,5,23.6,4.6690470119715,27,0.326198407641427,7.80724864580477e-05,-13.7980511298465,31.596102259693,7.34003485088801,25.3273101122674,-13.9638955737066,31.9277911474131
"8136","yfl006w","MATalpha","YPD",30,5,30.6,16.5317875621483,22,0.0574610960913365,0.00790149988817549,-20.411944797959,44.823889595918,2.26383255756558,34.7953656630513,-20.229772335693,44.4595446713859
"8137","hxt10","MATalpha","YPD",30,5,23.4,3.36154726279432,24,0.406603516478313,1.66274718965032e-05,-12.4498176837048,28.8996353674095,9.51578772529268,24.7097804411349,-12.4541082330774,28.9082164661549
